Iteration,Timestamp,Path,ShareRelativePath,ClientComputerName,ClientUserName,ContinuouslyAvailable,Locks
227,2023-07-03 13:03:26,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
228,2023-07-03 13:03:27,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
228,2023-07-03 13:03:27,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
228,2023-07-03 13:03:27,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
229,2023-07-03 13:03:28,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
229,2023-07-03 13:03:28,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
229,2023-07-03 13:03:28,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
230,2023-07-03 13:03:29,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
230,2023-07-03 13:03:29,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
230,2023-07-03 13:03:29,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
231,2023-07-03 13:03:30,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
231,2023-07-03 13:03:30,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
232,2023-07-03 13:03:31,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
232,2023-07-03 13:03:31,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
233,2023-07-03 13:03:32,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
233,2023-07-03 13:03:32,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
233,2023-07-03 13:03:32,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
234,2023-07-03 13:03:33,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
234,2023-07-03 13:03:33,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
234,2023-07-03 13:03:33,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
235,2023-07-03 13:03:34,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
235,2023-07-03 13:03:34,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
236,2023-07-03 13:03:35,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
236,2023-07-03 13:03:35,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
237,2023-07-03 13:03:36,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
237,2023-07-03 13:03:36,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
237,2023-07-03 13:03:36,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
238,2023-07-03 13:03:37,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
238,2023-07-03 13:03:37,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
238,2023-07-03 13:03:37,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
239,2023-07-03 13:03:38,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
239,2023-07-03 13:03:38,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
239,2023-07-03 13:03:38,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
240,2023-07-03 13:03:39,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
240,2023-07-03 13:03:39,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
240,2023-07-03 13:03:39,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
241,2023-07-03 13:03:40,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
241,2023-07-03 13:03:40,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
242,2023-07-03 13:03:41,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
242,2023-07-03 13:03:41,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
242,2023-07-03 13:03:41,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
243,2023-07-03 13:03:42,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
243,2023-07-03 13:03:42,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
243,2023-07-03 13:03:42,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
244,2023-07-03 13:03:43,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
244,2023-07-03 13:03:43,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
244,2023-07-03 13:03:43,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
245,2023-07-03 13:03:44,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
245,2023-07-03 13:03:44,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
245,2023-07-03 13:03:44,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
246,2023-07-03 13:03:45,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
246,2023-07-03 13:03:45,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
246,2023-07-03 13:03:45,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
247,2023-07-03 13:03:46,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
247,2023-07-03 13:03:46,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
247,2023-07-03 13:03:46,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
248,2023-07-03 13:03:47,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
248,2023-07-03 13:03:47,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
248,2023-07-03 13:03:47,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
249,2023-07-03 13:03:48,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
249,2023-07-03 13:03:48,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
249,2023-07-03 13:03:48,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
250,2023-07-03 13:03:49,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
250,2023-07-03 13:03:49,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
250,2023-07-03 13:03:49,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
251,2023-07-03 13:03:50,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
251,2023-07-03 13:03:50,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.144.141,WW\s.at.702605sqlengine,FALSE,0
251,2023-07-03 13:03:50,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
251,2023-07-03 13:03:50,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
252,2023-07-03 13:03:51,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
252,2023-07-03 13:03:51,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.144.141,WW\s.at.702605sqlengine,FALSE,0
252,2023-07-03 13:03:51,D:\IPS_share_2\P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,P2V_UPDATE\PlanningSpace Economics\ResultSetVariables\12999\resultSetVariables7b1e9ae3-67ce-4443-9bbe-6b6c34fb4186.txt,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
252,2023-07-03 13:03:51,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.144.141,WW\s.at.702605sqlengine,FALSE,0
252,2023-07-03 13:03:51,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
253,2023-07-03 13:03:52,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
253,2023-07-03 13:03:52,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.144.141,WW\s.at.702605sqlengine,FALSE,0
253,2023-07-03 13:03:52,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
254,2023-07-03 13:03:53,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
254,2023-07-03 13:03:53,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.144.141,WW\s.at.702605sqlengine,FALSE,0
254,2023-07-03 13:03:53,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
255,2023-07-03 13:03:54,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
255,2023-07-03 13:03:54,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.144.141,WW\s.at.702605sqlengine,FALSE,0
255,2023-07-03 13:03:54,D:\IPS_share_2\P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,P2V_UPDATE\PLANNINGSPACE ECONOMICS\RESULTSETVARIABLES\12999\RESULTSETVARIABLES7B1E9AE3-67CE-4443-9BBE-6B6C34FB4186.TXT,10.12.9.196,WW\s.at.aucerna_ips,FALSE,0
256,2023-07-03 13:03:55,\winreg,winreg,10.12.10.93,WW\s.at.p2vmonitoring,FALSE,0
