id,name,description,comments,isEveryoneWorkgroup,isAdministratorWorkgroup,users,allowedRoles,deniedRoles
232,bd.018.deny,Group of people NOT allowed to see this project data,not in use,False,False,@{2=; 3=; 4=; 14=; 15=; 17=; 18=; 23=; 26=; 31=; 42=; 43=; 53=; 59=; 85=; 115=; 119=; 126=; 161=; 162=; 163=; 164=; 165=; 166=; 210=; 224=; 225=; 226=; 227=; 228=; 229=; 230=; 231=; 232=; 233=; 234=; 235=; 236=; 237=; 238=; 239=; 240=; 241=; 242=; 243=; 244=; 245=; 246=; 247=; 248=; 249=; 250=; 251=; 252=; 253=; 254=; 255=; 256=; 257=; 258=; 259=; 260=; 261=; 262=; 263=; 264=; 265=; 266=; 267=; 268=; 269=; 270=; 271=; 272=; 273=; 274=; 275=; 276=; 277=; 278=; 279=; 280=; 281=; 386=; 410=; 578=},,
239,bd.019.allow,Group of people allowed to see the specific project data,not in use,False,False,@{5=; 7=; 20=; 201=},,
240,bd.019.deny,Group of people NOT allowed to see this project data,not in use,False,False,@{2=; 3=; 4=; 14=; 15=; 17=; 18=; 23=; 26=; 31=; 42=; 43=; 53=; 59=; 85=; 115=; 119=; 126=; 161=; 162=; 163=; 164=; 165=; 166=; 210=; 224=; 225=; 226=; 227=; 228=; 229=; 230=; 231=; 232=; 233=; 234=; 235=; 236=; 237=; 238=; 239=; 240=; 241=; 242=; 243=; 244=; 245=; 246=; 247=; 248=; 249=; 250=; 251=; 252=; 253=; 254=; 255=; 256=; 257=; 258=; 259=; 260=; 261=; 262=; 263=; 264=; 265=; 266=; 267=; 268=; 269=; 270=; 271=; 272=; 273=; 274=; 275=; 276=; 277=; 278=; 279=; 280=; 281=; 386=; 410=; 578=},,
242,bd.020.allow,Group of people allowed to see the specific project data,not in use,False,False,@{5=; 7=; 20=; 201=},,
233,bd.020.deny,Group of people NOT allowed to see this project data,not in use,False,False,@{2=; 3=; 4=; 14=; 15=; 17=; 18=; 23=; 26=; 31=; 42=; 43=; 53=; 59=; 85=; 115=; 119=; 126=; 161=; 162=; 163=; 164=; 165=; 166=; 210=; 224=; 225=; 226=; 227=; 228=; 229=; 230=; 231=; 232=; 233=; 234=; 235=; 236=; 237=; 238=; 239=; 240=; 241=; 242=; 243=; 244=; 245=; 246=; 247=; 248=; 249=; 250=; 251=; 252=; 253=; 254=; 255=; 256=; 257=; 258=; 259=; 260=; 261=; 262=; 263=; 264=; 265=; 266=; 267=; 268=; 269=; 270=; 271=; 272=; 273=; 274=; 275=; 276=; 277=; 278=; 279=; 280=; 281=; 386=; 410=; 578=},,
104,bd.base,General workgroup that has access to the BD hierarchy,,False,False,@{5=; 7=; 15=; 17=; 20=; 26=; 31=; 119=; 126=; 201=; 410=; 562=},,
134,data.ArabEmirates,Data access to country UnitedArabEmirates,[DATA] PRMS read-update,False,False,@{227=; 255=; 262=; 273=},,
167,data.ArabEmirates.Economics,Data access to country UnitedArabEmirates (economist),[DATA] PRMS create-read-update-delete ,False,False,@{227=},,
122,data.ArabEmirates.Finance,Data access to country UnitedArabEmirates (financials),[DATA] PRMS create-read-update-delete ,False,False,@{273=},,
146,data.ArabEmirates.key,Data access to country UnitedArabEmirates (full access),[DATA] PRMS full access,False,False,@{255=},,
256,data.ArabEmirates.Portfolio,Data access to country UnitedArabEmirates (Portfolio),,False,False,,,
212,data.ArabEmirates.Reserves,Data access to country UnitedArabEmirates (Reserves),[DATA] PRMS create-read-update-delete ,False,False,@{262=},,
112,data.Australia,Data access to country Australia,[DATA] PRMS read-update,False,False,@{237=; 272=; 274=; 275=},,
173,data.Australia.Economics,Data access to country Australia (economist),[DATA] PRMS create-read-update-delete ,False,False,@{272=},,
133,data.Australia.Finance,Data access to country Australia (financials),[DATA] PRMS create-read-update-delete ,False,False,@{275=},,
162,data.Australia.key,Data access to country Australia (full access),[DATA] PRMS full access,False,False,@{274=},,
263,data.Australia.Portfolio,Data access to country Australia (Portfolio),,False,False,,,
218,data.Australia.Reserves,Data access to country Australia (Reserves),[DATA] PRMS create-read-update-delete ,False,False,@{237=},,
9,data.Austria,Data access to country Austria,[DATA] PRMS read-update,False,False,@{5=; 43=; 53=; 59=; 119=; 161=},,
90,data.Austria.Economics,Data access to country Austria (economist),[DATA] PRMS create-read-update-delete ,False,False,@{5=; 43=},,
96,data.Austria.Finance,Data access to country Austria (financials),[DATA] PRMS create-read-update-delete ,False,False,@{59=},,
45,data.Austria.Key,Data access to country Austria (full access),[DATA] PRMS full access,False,False,@{53=},,
266,data.Austria.Portfolio,Data access to country Austria (Portfolio),,False,False,,,
222,data.Austria.Reserves,Data access to country Austria (Reserves),[DATA] PRMS create-read-update-delete ,False,False,@{5=; 119=; 161=},,
33,data.BD.project,Business Development project ,Business Development power user HO,False,False,,,
164,data.Bulgaria,Data access to country Bulgaria,[DATA] PRMS read-update,False,False,@{5=; 242=; 254=; 259=; 281=},,
116,data.Bulgaria.Economics,Data access to country Bulgaria (economist),[DATA] PRMS create-read-update-delete ,False,False,@{5=; 259=},,
154,data.Bulgaria.Finance,Data access to country Bulgaria (financials),[DATA] PRMS create-read-update-delete ,False,False,@{281=},,
137,data.Bulgaria.key,Data access to country Bulgaria (full access),[DATA] PRMS full access,False,False,@{242=},,
258,data.Bulgaria.Portfolio,Data access to country Bulgaria (Portfolio),,False,False,,,
217,data.Bulgaria.Reserves,Data access to country Bulgaria (Reserves),[DATA] PRMS create-read-update-delete ,False,False,@{5=; 254=},,
8,data.Corporate,Data access to ALL countries,[DATA] PRMS read-update,False,False,@{3=; 5=; 7=; 9=; 14=; 15=; 17=; 20=; 23=; 26=; 31=; 42=; 85=; 115=; 119=; 126=; 201=; 226=; 386=; 410=; 561=; 562=},,
95,data.Corporate.Economics,Data access to ALL countries (economist),[DATA] PRMS create-read-update-delete ,False,False,@{5=; 7=; 14=; 15=; 26=; 85=; 126=; 410=},,
273,data.Corporate.Exploration,Data access to ALL countries (Exploration),[DATA] PRMS create-read-update,False,False,,,
